viagem_id,hotel,cidade,diarias,valor_diaria,valor_hospedagem_realizado,fora_politica_hotel
T001701,Transamerica,São Paulo,3,439.87,1319.61,False
T001702,Accor,Feira de Santana,3,241.01,723.04,False
T001703,Rede Nacional,Recife,4,242.25,968.99,False
T001704,Rede Nacional,Belo Horizonte,1,209.43,209.43,False
T001705,Rede Nacional,Rio de Janeiro,1,321.56,321.56,False
T001706,Rede Nacional,São Paulo,3,445.79,1337.37,True
T001707,Transamerica,Rio de Janeiro,4,507.97,2031.9,False
T001708,Accor,Campinas,4,481.79,1927.16,False
T001709,Hotel Local,São Paulo,3,318.94,956.81,False
T001710,Accor,Vitória da Conquista,3,408.47,1225.4,True
T001711,Accor,Porto Alegre,2,357.53,715.05,False
T001713,Rede Nacional,Recife,1,298.23,298.23,False
T001714,Intercity,Porto Alegre,6,309.21,1855.28,False
T001715,Rede Nacional,São Paulo,2,382.06,764.13,False
T001716,Transamerica,Rio de Janeiro,2,424.85,849.69,True
T001718,Accor,Belo Horizonte,2,387.6,775.21,True
T001719,Intercity,Feira de Santana,4,232.13,928.5,False
T001720,Intercity,Fortaleza,2,414.23,828.46,True
T001722,Rede Nacional,Rio de Janeiro,3,449.72,1349.17,False
T001723,Intercity,Rio de Janeiro,1,372.26,372.26,False
T001724,Intercity,São Paulo,1,404.03,404.03,False
T001725,Accor,Belo Horizonte,1,324.06,324.06,True
T001727,Hotel Local,Belo Horizonte,3,261.92,785.75,False
T001728,,Aracaju,3,273.08,819.23,True
T001729,Transamerica,São Paulo,3,351.66,1054.98,False
T001730,Accor,Vitória da Conquista,3,227.81,683.42,False
T001731,Transamerica,Brasília,2,323.27,646.53,False
T001732,Transamerica,Fortaleza,1,330.57,330.57,False
T001734,Accor,São Paulo,3,361.48,1084.43,False
T001735,Hotel Local,São Paulo,1,279.92,279.92,False
T001736,Accor,Brasília,5,356.8,1783.98,False
T001737,Intercity,Rio de Janeiro,4,386.06,1544.24,False
T001738,Rede Nacional,Rio de Janeiro,1,345.37,345.37,False
T001739,Transamerica,Belo Horizonte,2,328.35,656.7,False
T001740,Transamerica,Rio de Janeiro,2,427.39,854.79,True
T001741,Hotel Local,São Paulo,3,336.91,1010.72,False
T001743,Transamerica,Porto Alegre,3,314.18,942.53,False
T001744,Accor,Fortaleza,3,327.12,981.36,False
T001745,Rede Nacional,Curitiba,8,271.03,2168.25,False
T001746,Accor,São Paulo,2,507.52,1015.05,True
T001747,Hotel Local,São Paulo,5,327.6,1637.99,False
T001749,Rede Nacional,Fortaleza,3,321.1,963.29,False
T001750,Transamerica,São Paulo,1,343.27,343.27,False
T001751,Hotel Local,Recife,3,237.81,713.42,False
T001753,Hotel Local,Porto Alegre,1,222.31,222.31,False
T001755,Accor,Recife,2,252.76,505.53,False
T001756,Accor,São Paulo,2,423.6,847.19,False
T001757,Rede Nacional,Rio de Janeiro,3,376.92,1130.77,False
T001758,Hotel Local,São Paulo,3,282.09,846.28,False
T001759,Intercity,Curitiba,2,308.27,616.54,False
T001760,Hotel Local,Campinas,2,250.68,501.35,False
T001761,Hotel Local,Feira de Santana,1,203.99,203.99,False
T001762,Hotel Local,Aracaju,4,172.95,691.79,False
T001763,Accor,Brasília,1,401.02,401.02,False
T001765,Rede Nacional,Feira de Santana,2,202.1,404.2,False
T001766,Rede Nacional,Feira de Santana,2,174.83,349.66,False
T001767,Intercity,Curitiba,2,349.41,698.83,True
T001768,Accor,Fortaleza,3,303.49,910.47,False
T001769,Transamerica,Ilhéus,3,304.51,913.53,True
T001770,Rede Nacional,Recife,1,298.76,298.76,False
T001771,Rede Nacional,Curitiba,3,294.29,882.88,False
T001772,Hotel Local,Feira de Santana,1,188.01,188.01,False
T001773,Hotel Local,Vitória da Conquista,1,185.69,185.69,False
T001774,Hotel Local,Vitória da Conquista,3,209.4,628.21,False
T001775,Accor,Feira de Santana,2,265.35,530.7,True
T001777,Accor,São Paulo,1,401.85,401.85,False
T001778,Hotel Local,Rio de Janeiro,4,270.33,1081.32,False
T001779,Intercity,Brasília,1,358.13,358.13,False
T001780,Rede Nacional,São Paulo,2,340.95,681.9,False
T001781,Intercity,Recife,3,291.78,875.34,False
T001782,Accor,São Paulo,1,489.65,489.65,True
T001784,Accor,Feira de Santana,4,339.53,1358.13,True
T001785,Accor,Brasília,2,339.23,678.45,False
T001786,Hotel Local,Rio de Janeiro,1,392.41,392.41,True
T001787,Accor,São Paulo,1,424.91,424.91,False
T001788,Accor,Feira de Santana,2,239.77,479.54,False
T001789,Accor,Belo Horizonte,3,357.6,1072.8,False
T001790,Rede Nacional,Curitiba,2,277.27,554.55,False
T001791,Accor,Curitiba,3,253.57,760.7,False
T001793,Hotel Local,São Paulo,2,269.03,538.06,False
T001794,Accor,Campinas,1,375.02,375.02,False
T001796,Hotel Local,Vitória da Conquista,2,210.49,420.99,False
T001797,Hotel Local,Rio de Janeiro,2,320.55,641.1,False
T001799,Accor,Rio de Janeiro,3,467.36,1402.08,True
T001800,Accor,Manaus,2,305.79,611.58,False
T001801,Accor,Belo Horizonte,2,277.9,555.81,False
T001803,Accor,Ilhéus,1,222.73,222.73,False
T001804,Transamerica,Feira de Santana,2,212.94,425.87,False
T001805,Hotel Local,Rio de Janeiro,3,349.11,1047.33,False
T001806,,Vitória da Conquista,3,417.34,1252.03,True
T001807,Accor,Vitória da Conquista,1,269.04,269.04,True
T001808,Rede Nacional,São Paulo,4,401.84,1607.36,False
T001809,Rede Nacional,Curitiba,1,338.84,338.84,True
T001810,Rede Nacional,Porto Alegre,1,259.49,259.49,False
T001814,Transamerica,São Paulo,3,381.66,1144.99,False
T001815,Rede Nacional,Vitória da Conquista,2,181.93,363.87,False
T001816,Accor,Belo Horizonte,2,268.95,537.9,False
T001817,Accor,Campinas,2,310.76,621.52,False
T001818,Accor,São Paulo,3,487.32,1461.95,True
T001819,Hotel Local,São Paulo,3,599.5,1798.49,True
T001821,Rede Nacional,Aracaju,1,183.6,183.6,False
T001822,Accor,Belo Horizonte,3,296.42,889.25,False
T001823,Hotel Local,Belo Horizonte,4,296.2,1184.79,False
T001824,Accor,Belo Horizonte,3,312.22,936.66,False
T001826,Hotel Local,Fortaleza,1,216.26,216.26,False
T001827,Accor,Porto Alegre,1,349.13,349.13,True
T001828,Rede Nacional,SP - São Paulo,1,356.67,356.67,False
T001829,Rede Nacional,Brasília,3,320.67,962.01,False
T001830,Accor,Belo Horizonte,1,329.71,329.71,False
T001831,Rede Nacional,Recife,2,319.03,638.05,False
T001832,Rede Nacional,Recife,1,273.29,273.29,False
T001833,Rede Nacional,São Paulo,2,343.79,687.58,False
T001834,Intercity,São Paulo,1,393.18,393.18,False
T001836,Rede Nacional,Feira de Santana,4,173.01,692.05,False
T001837,Transamerica,Campinas,5,484.33,2421.63,True
T001838,Rede Nacional,São Paulo,1,346.84,346.84,False
T001839,Rede Nacional,Manaus,3,281.82,845.47,False
T001840,Hotel Local,Porto Alegre,2,283.83,567.65,False
T001843,Rede Nacional,Rio de Janeiro,2,426.85,853.7,False
T001844,Transamerica,Recife,1,289.02,289.02,False
T001845,Hotel Local,Porto Alegre,1,289.47,289.47,False
T001846,Accor,Recife,1,345.46,345.46,True
T001847,Rede Nacional,São Paulo,2,394.25,788.49,False
T001848,Rede Nacional,Rio de Janeiro,1,317.88,317.88,False
T001849,Rede Nacional,Brasília,4,381.35,1525.41,False
T001853,Hotel Local,Porto Alegre,3,401.61,1204.84,False
T001854,Hotel Local,Fortaleza,1,224.24,224.24,False
T001855,Hotel Local,Rio de Janeiro,1,308.96,308.96,False
T001857,Rede Nacional,Aracaju,4,180.23,720.93,False
T001859,Intercity,Campinas,3,264.13,792.39,False
T001860,Hotel Local,Brasília,1,349.42,349.42,False
T001861,Rede Nacional,Belo Horizonte,5,265.21,1326.03,False
T001862,Rede Nacional,São Paulo,9,467.75,4209.74,False
T001863,Rede Nacional,Recife,2,255.61,511.21,False
T001864,Hotel Local,Feira de Santana,3,169.33,507.98,False
T001866,Hotel Local,Recife,4,288.27,1153.08,False
T001867,Hotel Local,São Paulo,2,310.9,621.81,False
T001868,Transamerica,Brasília,1,315.56,315.56,False
T001869,Accor,Ilhéus,3,253.49,760.47,False
T001870,Intercity,Belo Horizonte,3,284.73,854.18,False
T001872,Hotel Local,São Paulo,3,465.57,1396.72,True
T001873,Hotel Local,Fortaleza,2,267.23,534.45,False
T001874,Rede Nacional,Fortaleza,4,314.72,1258.88,False
T001877,Transamerica,Brasília,6,382.18,2293.08,False
T001878,Accor,Rio de Janeiro,2,366.38,732.77,False
T001879,Rede Nacional,São Paulo,3,338.52,1015.57,False
T001880,Hotel Local,Porto Alegre,3,236.3,708.91,False
T001881,Transamerica,São Paulo,7,511.21,3578.5,True
T001882,Rede Nacional,Recife,1,284.16,284.16,False
T001883,Accor,São Paulo,2,403.47,806.93,False
T001885,Accor,São Paulo,1,467.41,467.41,False
T001886,Intercity,Recife,4,303.19,1212.78,False
T001887,Rede Nacional,São Paulo,2,459.24,918.49,False
T001888,Accor,Belo Horizonte,2,272.29,544.59,False
T001890,Rede Nacional,Aracaju,3,205.62,616.86,False
T001891,Rede Nacional,São Paulo,1,358.96,358.96,False
T001895,,São Paulo,3,417.55,1252.66,False
T001896,Rede Nacional,Recife,3,325.82,977.47,False
T001897,Transamerica,Belo Horizonte,3,232.99,698.96,False
T001898,Accor,São Paulo,2,463.87,927.75,True
T001899,Hotel Local,Aracaju,1,186.75,186.75,False
T001900,Hotel Local,São Paulo,3,322.55,967.65,False
T001901,Transamerica,Fortaleza,3,302.35,907.06,False
T001902,Hotel Local,São Paulo,3,282.11,846.34,False
T001903,Accor,Curitiba,1,231.49,231.49,False
T001904,Rede Nacional,Belo Horizonte,3,268.34,805.03,False
T001905,Hotel Local,Brasília,3,255.5,766.49,False
T001906,Rede Nacional,Curitiba,6,311.52,1869.09,False
T001908,Rede Nacional,São Paulo,5,379.0,1894.99,False
T001909,Hotel Local,Fortaleza,1,259.38,259.38,False
T001910,Hotel Local,Manaus,5,349.59,1747.97,False
T001912,Rede Nacional,Campinas,2,275.57,551.14,False
T001913,Rede Nacional,São Paulo,4,347.55,1390.21,False
T001914,Hotel Local,Rio de Janeiro,5,341.25,1706.25,False
T001916,Accor,Rio de Janeiro,2,331.07,662.14,False
T001917,Hotel Local,Aracaju,3,199.94,599.81,False
T001919,Rede Nacional,São Paulo,5,284.18,1420.89,False
T001920,Transamerica,São Paulo,1,372.88,372.88,False
T001921,Accor,Aracaju,3,275.41,826.22,False
T001922,Hotel Local,Rio de Janeiro,1,448.95,448.95,True
T001923,Rede Nacional,Fortaleza,5,450.78,2253.91,True
T001924,Hotel Local,Recife,3,256.64,769.91,False
T001925,Accor,Recife,3,230.87,692.6,False
T001926,Rede Nacional,Campinas,3,292.2,876.6,False
T001927,Accor,Brasília,5,369.62,1848.11,False
T001928,Transamerica,Ilhéus,1,276.27,276.27,False
T001930,Intercity,São Paulo,4,592.97,2371.89,True
T001931,Hotel Local,Campinas,2,341.86,683.72,False
T001933,Hotel Local,São Paulo,2,377.41,754.82,False
T001934,Rede Nacional,São Paulo,1,422.76,422.76,False
T001935,Transamerica,São Paulo,1,391.7,391.7,False
T001936,Hotel Local,Manaus,5,284.5,1422.5,False
T001938,Rede Nacional,Campinas,3,306.46,919.39,False
T001939,Rede Nacional,Recife,2,320.97,641.95,False
T001940,Accor,Rio de Janeiro,2,431.83,863.66,True
T001942,Accor,São Paulo,1,331.38,331.38,False
T001943,Rede Nacional,Brasília,3,292.56,877.68,False
T001945,Transamerica,Porto Alegre,1,325.23,325.23,False
T001946,Hotel Local,Sao Paulo,1,451.83,451.83,False
T001947,Intercity,Brasília,3,470.88,1412.65,False
T001948,Hotel Local,São Paulo,2,379.57,759.13,False
T001949,Hotel Local,Recife,1,228.8,228.8,False
T001950,Transamerica,Recife,3,301.03,903.08,False
T001951,Transamerica,Rio de Janeiro,3,356.15,1068.44,False
T001952,Transamerica,Rio de Janeiro,3,393.84,1181.51,False
T001953,Transamerica,São Paulo,5,410.57,2052.85,False
T001954,Transamerica,Rio de Janeiro,3,363.26,1089.79,False
T001955,Rede Nacional,São Paulo,1,512.53,512.53,True
T001956,Rede Nacional,Belo Horizonte,6,228.47,1370.82,False
T001960,Rede Nacional,São Paulo,2,659.52,1319.03,True
T001961,Rede Nacional,Brasília,3,320.16,960.48,False
T001962,Accor,Vitória da Conquista,1,221.23,221.23,False
T001963,Hotel Local,Brasília,2,279.82,559.63,False
T001964,Transamerica,Recife,2,314.28,628.55,False
T001965,Intercity,São Paulo,1,279.5,279.5,False
T001966,Rede Nacional,Ilhéus,3,288.68,866.05,False
T001967,Transamerica,Ilhéus,4,294.95,1179.81,False
T001968,Rede Nacional,Campinas,3,328.23,984.7,False
T001969,Accor,Manaus,1,276.2,276.2,False
T001970,,Fortaleza,6,309.08,1854.47,False
T001971,Accor,Aracaju,4,301.06,1204.26,False
T001972,Accor,Campinas,3,308.64,925.92,False
T001973,Accor,Ilhéus,1,269.22,269.22,False
T001975,Accor,Fortaleza,1,292.12,292.12,False
T001978,Rede Nacional,Fortaleza,2,323.26,646.52,False
T001979,Hotel Local,Rio de Janeiro,4,313.88,1255.5,False
T001980,Accor,São Paulo,1,449.81,449.81,False
T001981,Rede Nacional,Feira de Santana,2,251.02,502.04,True
T001982,Accor,São Paulo,2,425.78,851.56,False
T001983,Accor,Brasília,4,336.12,1344.46,False
T001984,Accor,Recife,1,331.13,331.13,False
T001985,Intercity,São Paulo,2,569.06,1138.12,True
T001987,Transamerica,Ilhéus,1,260.66,260.66,False
T001989,Transamerica,São Paulo,1,530.05,530.05,True
T001990,Hotel Local,São Paulo,4,347.77,1391.08,False
T001991,Accor,Brasília,2,362.37,724.75,False
T001992,Transamerica,Fortaleza,1,314.19,314.19,False
T001993,Rede Nacional,Ilhéus,5,276.25,1381.27,False
T001994,Intercity,Belo Horizonte,2,240.71,481.42,False
T001995,Intercity,Feira de Santana,2,225.78,451.56,False
T001997,Hotel Local,Fortaleza,2,249.88,499.76,False
T001998,Hotel Local,Vitória da Conquista,5,212.78,1063.89,False
T002000,Hotel Local,Recife,1,238.55,238.55,False
T002001,Rede Nacional,Manaus,1,311.49,311.49,False
T002002,Rede Nacional,Porto Alegre,2,303.07,606.14,False
T002003,Rede Nacional,São Paulo,3,505.91,1517.73,True
T002004,Accor,São Paulo,1,383.34,383.34,False
T002005,Hotel Local,São Paulo,1,370.17,370.17,False
T002006,Transamerica,São Paulo,1,563.02,563.02,True
T002007,Accor,Curitiba,1,349.99,349.99,True
T002009,Hotel Local,Campinas,5,279.79,1398.93,False
T002011,Transamerica,Brasília,2,338.58,677.17,False
T002012,Accor,São Paulo,1,394.27,394.27,False
T002013,Transamerica,Rio de Janeiro,3,391.37,1174.12,False
T002014,Intercity,Curitiba,1,254.2,254.2,False
T002015,Hotel Local,São Paulo,5,378.87,1894.36,False
T002016,Hotel Local,Vitória da Conquista,1,204.62,204.62,False
T002017,Accor,Belo Horizonte,2,273.01,546.02,False
T002018,Hotel Local,São Paulo,2,473.99,947.98,True
T002019,Accor,Curitiba,3,376.12,1128.36,True
T002021,Hotel Local,Rio de Janeiro,2,329.5,659.0,False
T002023,Rede Nacional,Feira de Santana,7,228.81,1601.67,False
T002024,Accor,Recife,1,323.25,323.25,False
T002026,Intercity,Manaus,2,312.91,625.82,False
T002027,Rede Nacional,Recife,3,254.8,764.39,False
T002028,Transamerica,Feira de Santana,3,218.2,654.6,False
T002030,Rede Nacional,Feira de Santana,2,147.29,294.59,False
T002031,Rede Nacional,Porto Alegre,1,284.73,284.73,False
T002032,Rede Nacional,Belo Horizonte,2,273.92,547.85,False
T002033,Hotel Local,DF - Brasília,3,291.95,875.86,False
T002034,Transamerica,São Paulo,4,418.18,1672.72,False
T002035,Rede Nacional,São Paulo,3,442.18,1326.54,False
T002036,Accor,Belo Horizonte,5,319.12,1595.62,False
T002038,Rede Nacional,Brasília,3,312.5,937.51,False
T002040,Accor,São Paulo,2,495.62,991.23,True
T002042,Hotel Local,Rio de Janeiro,2,315.75,631.5,False
T002043,Rede Nacional,São Paulo,3,347.45,1042.36,False
T002044,Intercity,São Paulo,1,387.32,387.32,False
T002046,Transamerica,Brasília,8,379.01,3032.04,False
T002047,Accor,São Paulo,1,418.27,418.27,False
T002048,Hotel Local,Fortaleza,3,257.99,773.98,False
T002050,Accor,Ilhéus,3,368.84,1106.53,False
T002052,Accor,Feira de Santana,2,214.85,429.7,False
T002054,Transamerica,São Paulo,2,403.89,807.78,False
T002056,Intercity,Rio de Janeiro,4,450.1,1800.39,False
T002058,Hotel Local,Feira de Santana,1,186.18,186.18,False
T002059,Transamerica,Vitória da Conquista,4,191.48,765.9,False
T002060,Accor,Feira de Santana,2,203.07,406.14,False
T002061,Rede Nacional,Fortaleza,3,294.06,882.19,False
T002062,Rede Nacional,São Paulo,2,370.64,741.28,False
T002064,Accor,São Paulo,1,593.93,593.93,False
T002065,Rede Nacional,Fortaleza,1,235.92,235.92,False
T002067,Rede Nacional,Aracaju,3,306.98,920.93,False
T002068,Transamerica,Recife,5,314.88,1574.39,False
T002069,Hotel Local,Rio de Janeiro,4,371.5,1485.99,False
T002070,Accor,Rio de Janeiro,5,478.9,2394.51,True
T002071,Accor,Feira de Santana,1,239.16,239.16,True
T002072,Transamerica,Rio de Janeiro,1,369.28,369.28,False
T002073,Intercity,São Paulo,3,397.41,1192.23,False
T002074,Hotel Local,Rio de Janeiro,1,420.82,420.82,False
T002075,Accor,São Paulo,5,446.53,2232.63,False
T002077,Hotel Local,Curitiba,3,244.88,734.64,False
T002080,Hotel Local,São Paulo,8,465.26,3722.09,False
T002081,Intercity,Belo Horizonte,4,301.92,1207.66,False
T002082,Hotel Local,Ilhéus,3,316.91,950.74,False
T002083,Accor,São Paulo,2,513.32,1026.64,True
T002084,Accor,São Paulo,2,363.78,727.55,False
T002085,Accor,Porto Alegre,3,379.59,1138.77,True
T002086,Accor,São Paulo,2,428.29,856.57,False
T002087,Hotel Local,Brasília,2,272.36,544.72,False
T002088,Rede Nacional,RIO DE JANEIRO,2,302.14,604.28,False
T002089,Accor,Brasília,2,341.2,682.39,False
T002090,Accor,São Paulo,3,436.16,1308.47,True
T002091,Hotel Local,São Paulo,4,328.39,1313.54,False
T002092,Intercity,Curitiba,3,269.85,809.56,False
T002093,Hotel Local,Recife,4,247.45,989.79,False
T002094,Hotel Local,Brasília,1,298.67,298.67,False
T002095,Hotel Local,São Paulo,1,336.54,336.54,False
T002096,Hotel Local,São Paulo,1,368.69,368.69,False
T002097,Hotel Local,Porto Alegre,1,225.57,225.57,False
T002098,Hotel Local,Vit. da Conquista,2,216.35,432.7,False
T002100,Rede Nacional,São Paulo,1,315.87,315.87,False
T002101,Intercity,São Paulo,5,418.53,2092.65,False
T002105,Hotel Local,Aracaju,3,211.67,635.01,False
T002107,Hotel Local,Ilhéus,4,193.69,774.76,False
T002108,Hotel Local,Ilhéus,2,215.15,430.29,False
T002110,Accor,Recife,2,330.96,661.92,True
T002111,Hotel Local,Belo Horizonte,3,289.7,869.1,False
T002113,Rede Nacional,Feira de Santana,1,240.94,240.94,True
T002114,Accor,São Paulo,4,502.59,2010.35,True
T002115,Hotel Local,Recife,3,256.55,769.66,False
T002116,Accor,São Paulo,4,589.4,2357.6,True
T002117,Rede Nacional,São Paulo,1,309.63,309.63,False
T002118,Accor,Fortaleza,1,373.58,373.58,True
T002119,Rede Nacional,São Paulo,2,340.09,680.18,False
T002120,Hotel Local,São Paulo,3,336.9,1010.7,False
T002121,Hotel Local,Rio de Janeiro,7,331.15,2318.05,False
T002122,Accor,Campinas,7,389.77,2728.42,False
T002123,Accor,São Paulo,3,393.76,1181.27,False
T002124,Hotel Local,Rio de Janeiro,2,337.54,675.08,False
T002125,Hotel Local,Brasília,3,287.09,861.27,False
T002126,Rede Nacional,Rio de Janeiro,3,417.94,1253.81,False
T002127,Accor,Rio de Janeiro,4,408.87,1635.49,False
T002128,Hotel Local,São Paulo,2,333.6,667.21,False
T002129,Accor,Rio de Janeiro,3,489.92,1469.77,False
T002130,Rede Nacional,Brasilia,3,227.17,681.52,False
T002131,Transamerica,Brasília,4,400.42,1601.67,False
T002132,,São Paulo,2,379.41,758.83,False
T002133,Transamerica,Aracaju,5,282.04,1410.19,True
T002134,Hotel Local,Rio de Janeiro,1,404.1,404.1,False
T002135,Transamerica,Curitiba,3,361.48,1084.45,True
T002136,Hotel Local,Belo Horizonte,5,241.2,1206.0,False
T002137,Hotel Local,São Paulo,2,297.16,594.31,False
T002138,Accor,Feira de Santana,2,186.52,373.04,False
T002139,Intercity,Feira de Santana,2,176.49,352.97,False
T002141,Transamerica,Rio de Janeiro,1,388.39,388.39,False
T002144,Rede Nacional,Aracaju,2,276.64,553.28,False
T002145,Accor,Brasília,4,497.44,1989.78,False
T002146,Hotel Local,São Paulo,3,302.4,907.2,False
T002147,Intercity,São Paulo,6,395.34,2372.04,False
T002148,Accor,são paulo,2,472.85,945.71,True
T002149,Rede Nacional,Rio de Janeiro,2,376.91,753.82,False
T002150,Rede Nacional,Fortaleza,2,274.36,548.72,False
T002151,Hotel Local,Curitiba,2,271.55,543.1,False
T002153,Transamerica,Recife,3,361.25,1083.74,False
T002154,Rede Nacional,São Paulo,1,386.19,386.19,False
T002155,Transamerica,Recife,2,254.45,508.91,False
T002157,Rede Nacional,Feira de Santana,2,213.81,427.62,False
T002160,Accor,Belo Horizonte,2,314.61,629.22,False
T002161,Hotel Local,São Paulo,1,313.0,313.0,False
T002163,Rede Nacional,Feira de Santana,1,195.22,195.22,False
T002164,Accor,Recife,4,387.42,1549.69,True
T002166,Transamerica,Rio de Janeiro,2,347.04,694.08,False
T002168,Accor,São Paulo,1,323.33,323.33,False
T002169,Hotel Local,São Paulo,3,284.38,853.15,False
T002170,Transamerica,Brasília,3,393.15,1179.46,False
T002171,Accor,Brasília,1,305.85,305.85,False
T002172,Accor,Rio de Janeiro,2,514.17,1028.35,True
T002173,Intercity,São Paulo,1,443.13,443.13,False
T002174,Hotel Local,Rio de Janeiro,2,296.25,592.5,False
T002175,Transamerica,Campinas,4,396.39,1585.55,False
